input,gold_hard,llm_soft,llm_hard
"as gory as the scenes of torture and self-mutilation may be , they are pitted against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.758445, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"[t]he ideas of revolution #9 are more compelling than the execution
",negative,"[{' positive': -5.2288255e-05, ' negative': -9.856917, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"boy , has this franchise ever run out of gas . 
",negative,"[{' negative': 0.0, ' positive': -16.723083, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"tom green and an ivy league college should never appear together on a marquee , especially when the payoff is an unschooled comedy like stealing harvard , which fails to keep 80 minutes from seeming like 800 . 
",negative,"[{' negative': 0.0, ' positive': -18.740295, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"pretty good little movie . 
",positive,"[{' positive': 0.0, ' negative': -17.733032, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . 
",positive,"[{' positive': -1.1430258e-06, ' negative': -13.636452, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"evokes the 19th century with a subtlety that is an object lesson in period filmmaking . 
",positive,"[{' positive': 0.0, ' negative': -16.85431, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"eight legged freaks falls flat as a spoof . 
",negative,"[{' negative': 0.0, ' positive': -18.600386, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"engrossing and affecting , if ultimately not quite satisfying . 
",positive,"[{' positive': -5.0140625e-05, ' negative': -9.900936, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a movie that at its best doesn't just make the most out of its characters' flaws but insists on the virtue of imperfection . 
",positive,"[{' positive': 0.0, ' negative': -16.92669, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"polanski has found the perfect material with which to address his own world war ii experience in his signature style . 
",positive,"[{' positive': -1.8841804e-07, ' negative': -15.092795, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"[morgan] , judd and franklin can't save the script , rooted in a novel by joseph finder , from some opportunism . 
",negative,"[{' negative': 0.0, ' positive': -17.652824, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"an amazing and incendiary movie that dives straight into the rough waters of contradiction . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.43888, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys . 
",positive,"[{' positive': 0.0, ' negative': -17.954458, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"few of the increasingly far-fetched events that first-time writer-director neil burger follows up with are terribly convincing , which is a pity , considering barry's terrific performance . 
",negative,"[{' negative': -5.460492e-07, ' positive': -14.368942, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"nettelbeck has crafted an engaging fantasy of flavours and emotions , one part romance novel , one part recipe book . 
",positive,"[{' positive': 0.0, ' negative': -17.955696, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"inside the film's conflict-powered plot there is a decent moral trying to get out , but it's not that , it's the tension that keeps you in your seat . affleck and jackson are good sparring partners . 
",positive,"[{' positive': -1.8841804e-07, ' negative': -15.171089, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it's too harsh to work as a piece of storytelling , but as an intellectual exercise -- an unpleasant debate that's been given the drive of a narrative and that's been acted out -- the believer is nothing less than a provocative piece of work . 
",positive,"[{' negative': -0.07320814, ' positive': -2.6508293, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the movie just has too much on its plate to really stay afloat for its just under ninety minute running time . 
",negative,"[{' negative': 0.0, ' positive': -18.447227, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"[a] mess . 
",negative,"[{' negative': 0.0, ' positive': -16.694967, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the film is an earnest try at beachcombing verismo , but it would be even more indistinct than it is were it not for the striking , quietly vulnerable personality of ms . ambrose . 
",positive,"[{' positive': -1.8841804e-07, ' negative': -15.3565445, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"birthday girl walks a tricky tightrope between being wickedly funny and just plain wicked . 
",positive,"[{' positive': -0.0016222782, ' negative': -6.4247255, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"move over bond ; this girl deserves a sequel . 
",positive,"[{' positive': 0.0, ' negative': -17.942389, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a monster combat thriller as impersonal in its relentlessness as the videogame series that inspired it . 
",negative,"[{' negative': 0.0, ' positive': -17.504784, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"i wish windtalkers had had more faith in the dramatic potential of this true story . this would have been better than the fiction it has concocted , and there still could have been room for the war scenes . 
",negative,"[{' negative': -0.1056199, ' positive': -2.3002532, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"real women have curves doesn't offer any easy answers . 
",positive,"[{' positive': -0.10052125, ' negative': -2.3472254, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"while [hill] has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film . 
",negative,"[{' negative': 0.0, ' positive': -18.386946, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"has a long and clunky ending . . . which forces the audience to fidget through ten pseudo-serious minutes while waiting for the ending credits and the deleted scenes montage to break the audience's awkward silence
",negative,"[{' negative': -6.827632e-08, ' positive': -16.57634, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"in painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people , the movie exalts the marxian dream of honest working folk , with little to show for their labor , living harmoniously , joined in song . 
",positive,"[{' positive': 0.0, ' negative': -16.959654, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"sandra nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed martha as her heart begins to open . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.304863, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
" . . . generically , forgettably pleasant from start to finish . 
",negative,"[{' negative': -5.3837026e-05, ' positive': -9.828758, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a little too ponderous to work as shallow entertainment , not remotely incisive enough to qualify as drama , monsoon wedding serves mostly to whet one's appetite for the bollywood films . 
",negative,"[{' negative': -7.1062755e-06, ' positive': -11.846389, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"its message has merit and , in the hands of a brutally honest individual like prophet jack , might have made a point or two regarding life . 
",negative,"[{' positive': -3.076318e-07, ' negative': -14.873954, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"swinging , the film makes it seem , is not a hobby that attracts the young and fit . or intelligent . 
",negative,"[{' negative': 0.0, ' positive': -16.76548, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"one of the most significant moviegoing pleasures of the year . 
",positive,"[{' positive': 0.0, ' negative': -18.192047, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen . 
",negative,"[{' negative': -1.8841804e-07, ' positive': -15.215103, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"delightfully rendered
",positive,"[{' positive': 0.0, ' negative': -16.83297, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"while the path may be familiar , first-time director denzel washington and a top-notch cast manage to keep things interesting . 
",positive,"[{' positive': 0.0, ' negative': -16.63572, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"watching haneke's film is , aptly enough , a challenge and a punishment . but watching huppert , a great actress tearing into a landmark role , is riveting . 
",positive,"[{' positive': -1.3823812e-06, ' negative': -13.458848, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the film is way too full of itself ; it's stuffy and pretentious in a give-me-an-oscar kind of way . 
",negative,"[{' negative': 0.0, ' positive': -17.327515, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"hip-hop prison thriller of stupefying absurdity . 
",negative,"[{' negative': 0.0, ' positive': -17.65856, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"in this film , aussie david caesar channels the not-quite-dead career of guy ritchie . 
",negative,"[{' positive': -1.1430258e-06, ' negative': -13.665137, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a movie with a real anarchic flair . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.30024, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"if you've grown tired of going where no man has gone before , but several movies have - take heart . this is the best star trek movie in a long time . 
",positive,"[{' positive': 0.0, ' negative': -17.630249, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"though this saga would be terrific to read about , it is dicey screen material that only a genius should touch . 
",negative,"[{' negative': -9.055464e-07, ' positive': -13.926224, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"foster and whitaker are especially fine . she is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.052872, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a ragbag of promising ideas and failed narrative , of good acting and plain old bad filmmaking . 
",negative,"[{' negative': 0.0, ' positive': -17.4917, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"falters when it takes itself too seriously and when it depends too heavily on its otherwise talented cast to clown in situations that aren't funny . 
",negative,"[{' negative': 0.0, ' positive': -18.729858, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"writer/director burr steers emphasizes the q in quirky , with mixed results . 
",negative,"[{' negative': -0.0014918378, ' positive': -6.5084796, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"trapped presents a frightening and compelling 'what if ? ' scenario that will give most parents pause . . . . then , something terrible happens . 
",negative,"[{' positive': -0.005030367, ' negative': -5.2947793, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever . 
",positive,"[{' positive': 0.0, ' negative': -17.973982, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"impostor has a handful of thrilling moments and a couple of good performances , but the movie doesn't quite fly . for starters , the story is just too slim . 
",negative,"[{' negative': 0.0, ' positive': -17.09098, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"life or something like it has its share of high points , but it misses too many opportunities . 
",negative,"[{' negative': -1.8841804e-07, ' positive': -15.377579, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"proves that a movie about goodness is not the same thing as a good movie . 
",negative,"[{' negative': 0.0, ' positive': -17.664719, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"daughter from danang is a film that should be seen by all , especially those who aren't aware of , or have forgotten about the unmentioned victims of war . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.113998, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"an exquisitely crafted and acted tale . 
",positive,"[{' positive': 0.0, ' negative': -17.709501, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"what was once original has been co-opted so frequently that it now seems pedestrian . 
",negative,"[{' negative': 0.0, ' positive': -19.820509, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"ray liotta and jason patric do some of their best work in their underwritten roles , but don't be fooled : nobody deserves any prizes here . 
",positive,"[{' negative': 0.0, ' positive': -17.103973, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"it's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it's about as exciting as a sunburn . 
",negative,"[{' negative': -1.8841804e-07, ' positive': -15.33065, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping . 
",negative,"[{' negative': 0.0, ' positive': -18.691275, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
" . . . gripping and handsome execution , ( but ) there isn't much about k-19 that's unique or memorable . 
",positive,"[{' negative': -6.827632e-08, ' positive': -16.590446, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"bears about as much resemblance to the experiences of most battered women as spider-man does to the experiences of most teenagers . 
",negative,"[{' negative': -6.827632e-08, ' positive': -16.390678, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"[i]f you've been to more than one indie flick in your life , chances are you've already seen this kind of thing . 
",negative,"[{' negative': -6.827632e-08, ' positive': -16.119751, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"although the sequel has all the outward elements of the original , the first film's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks . 
",negative,"[{' negative': 0.0, ' positive': -19.371277, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"an unpredictable blend of gal-pal smart talk , romantic comedy and dark tragedy that bites off considerably more than writer/director john mckay can swallow . 
",negative,"[{' negative': 0.0, ' positive': -17.929382, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"there's the plot , and a maddeningly insistent and repetitive piano score that made me want to scream . 
",negative,"[{' negative': 0.0, ' positive': -18.760183, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"an experience so engrossing it is like being buried in a new environment . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.727088, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a painfully funny ode to bad behavior . 
",positive,"[{' positive': -1.37819625e-05, ' negative': -11.1870775, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"[while the last metro] was more melodramatic , confined to a single theater company and its strategies and deceptions , while tavernier is more concerned with the entire period of history . 
",positive,"[{' positive': -5.79217e-06, ' negative': -12.047132, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing . 
",negative,"[{' negative': 0.0, ' positive': -17.991865, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"it's traditional moviemaking all the way , but it's done with a lot of careful period attention as well as some very welcome wit . 
",positive,"[{' positive': 0.0, ' negative': -17.619888, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"alternates between deadpan comedy and heartbreaking loneliness and isn't afraid to provoke introspection in both its characters and its audience . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.011932, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"suffice to say that after seeing this movie in imax form , you'll be more acquainted with the tiniest details of tom hanks' face than his wife is . 
",positive,"[{' negative': -4.277735e-07, ' positive': -14.497292, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"nicole kidman evolved from star to superstar some time over the past year , which means that birthday girl is the kind of quirkily appealing minor movie she might not make for a while . 
",positive,"[{' positive': -2.2159093e-06, ' negative': -13.023889, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"harvard man is a semi-throwback , a reminiscence without nostalgia or sentimentality . 
",negative,"[{' negative': -0.00036038828, ' positive': -7.928392, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"while somewhat less than it might have been , the film is a good one , and you've got to hand it to director george clooney for biting off such a big job the first time out . 
",positive,"[{' positive': 0.0, ' negative': -16.765022, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
" . . . there are enough moments of heartbreaking honesty to keep one glued to the screen . 
",positive,"[{' positive': -6.6619094e-07, ' negative': -14.120056, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"expect to be reminded of other , better films , especially seven , which director william malone slavishly copies . 
",negative,"[{' negative': 0.0, ' positive': -17.014175, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"this cinema verite speculation on the assassination of john f . kennedy may have been inspired by blair witch , but it takes its techniques into such fresh territory that the film never feels derivative . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.874931, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"human nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal . 
",negative,"[{' negative': -6.827632e-08, ' positive': -15.9824295, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a well-made and often lovely depiction of the mysteries of friendship . 
",positive,"[{' positive': 0.0, ' negative': -18.157415, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the film's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip . 
",positive,"[{' positive': 0.0, ' negative': -16.902405, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the charm of revolution os is rather the way it introduces you to new , fervently held ideas and fanciful thinkers . 
",positive,"[{' positive': 0.0, ' negative': -17.826162, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"you'd have to be a most hard-hearted person not to be moved by this drama . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.889824, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"an uplifting drama . . . what antwone fisher isn't , however , is original . 
",negative,"[{' positive': -0.044088002, ' negative': -3.1435294, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it's an odd show , pregnant with moods , stillborn except as a harsh conceptual exercise . 
",negative,"[{' negative': 0.0, ' positive': -18.77906, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"it's the type of film about growing up that we don't see often enough these days : realistic , urgent , and not sugarcoated in the least . 
",positive,"[{' positive': 0.0, ' negative': -17.48712, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"as befits its title , this pg-13-rated piffle is ultimately as threatening as the snuggle fabric softener bear . 
",negative,"[{' negative': -0.0007761871, ' positive': -7.161382, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the principals in this cast are all fine , but bishop and stevenson are standouts . 
",positive,"[{' positive': 0.0, ' negative': -18.267616, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"suffers from a flat script and a low budget . 
",negative,"[{' negative': 0.0, ' positive': -18.362396, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"it's almost as if it's an elaborate dare more than a full-blooded film . 
",negative,"[{' negative': 0.0, ' positive': -18.758263, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging . . . the isle defies an easy categorization . 
",negative,"[{' negative': -6.827632e-08, ' positive': -15.955085, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"for all the wit and hoopla , festival in cannes offers rare insight into the structure of relationships . 
",positive,"[{' positive': 0.0, ' negative': -17.247793, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film isn't as flippant or slick as it thinks it is . 
",negative,"[{' negative': 0.0, ' positive': -19.394598, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"more than their unique residences , home movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it . 
",positive,"[{' positive': 0.0, ' negative': -18.459051, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"most haunting about "" fence "" is its conclusion , when we hear the ultimate fate of these girls and realize , much to our dismay , that this really did happen . noyce's greatest mistake is thinking that we needed sweeping , dramatic , hollywood moments to keep us
",positive,"[{' positive': -0.00019833862, ' negative': -8.5258255, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it . 
",negative,"[{' negative': 0.0, ' positive': -19.070633, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a pale xerox of other , better crime movies . 
",negative,"[{' negative': 0.0, ' positive': -18.919449, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"so much facile technique , such cute ideas , so little movie . 
",negative,"[{' negative': 0.0, ' positive': -17.114454, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"although the subject matter may still be too close to recent national events , the film works - mostly due to its superior cast of characters . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.535744, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"ourside the theatre roger might be intolerable company , but inside it he's well worth spending some time with . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.54737, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"despite all the closed-door hanky-panky , the film is essentially juiceless . 
",negative,"[{' negative': 0.0, ' positive': -18.658455, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"while some of the camera work is interesting , the film's mid-to-low budget is betrayed by the surprisingly shoddy makeup work . 
",negative,"[{' negative': 0.0, ' positive': -18.165342, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the results , if not memorable , are at least interesting . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.962051, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
" . . . creates a visceral sense of its characters' lives and conflicted emotions that carries it far above . . . what could have been a melodramatic , lifetime channel-style anthology . 
",positive,"[{' positive': -3.076318e-07, ' negative': -14.854637, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"you'll get the enjoyable basic minimum . but not a whit more . 
",positive,"[{' negative': -1.8601542e-06, ' positive': -13.191049, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"this is a film tailor-made for those who when they were in high school would choose the cliff-notes over reading a full-length classic . 
",negative,"[{' negative': -9.21049e-05, ' positive': -9.292137, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"tennessee williams by way of oprah's book club . 
",negative,"[{' positive': -1.5006569e-06, ' negative': -13.396447, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"contrived pastiche of caper clichés . 
",negative,"[{' negative': 0.0, ' positive': -18.351576, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"there is simply no doubt that this film asks the right questions at the right time in the history of our country . 
",positive,"[{' positive': 0.0, ' negative': -17.572914, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . 
",negative,"[{' negative': 0.0, ' positive': -18.020027, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"what could have become just another cautionary fable is allowed to play out as a clever , charming tale  as pleasantly in its own way as its self-dramatizing characters . 
",positive,"[{' positive': 0.0, ' negative': -17.175858, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
" . . . a confusing drudgery . 
",negative,"[{' negative': 0.0, ' positive': -16.64058, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"robin williams has thankfully ditched the saccharine sentimentality of bicentennial man in favour of an altogether darker side . 
",positive,"[{' negative': -0.0026846386, ' positive': -5.921553, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"chilling , well-acted , and finely directed : david jacobson's dahmer . 
",positive,"[{' positive': -3.076318e-07, ' negative': -14.84185, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the performances are remarkable . 
",positive,"[{' positive': 0.0, ' negative': -18.028252, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation . 
",negative,"[{' negative': 0.0, ' positive': -18.209618, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a taut , intelligent psychological drama . 
",positive,"[{' positive': 0.0, ' negative': -16.940735, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"[director] o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short . 
",negative,"[{' negative': -6.827632e-08, ' positive': -16.26612, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a restrained ribisi convinces as an italian , though if ever a movie needed one of the actor's whiny jags to pump it up , this has to be among the rare ones . 
",negative,"[{' negative': -9.329886e-05, ' positive': -9.278826, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a swashbuckling tale of love , betrayal , revenge and above all , faith . 
",positive,"[{' positive': 0.0, ' negative': -17.868492, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the film fits into a genre that has been overexposed , redolent of a thousand cliches , and yet remains uniquely itself , vibrant with originality . 
",positive,"[{' positive': 0.0, ' negative': -16.936554, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"skip work to see it at the first opportunity . 
",positive,"[{' positive': -2.4543265e-06, ' negative': -12.8768015, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a savage john waters-like humor that dances on the edge of tastelessness without ever quite falling over . 
",positive,"[{' positive': -7.8540467e-07, ' negative': -14.066864, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
" . . . a weak and ineffective ghost story without a conclusion or pay off . 
",negative,"[{' negative': 0.0, ' positive': -18.05647, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
" . . . a low rate annie featuring some kid who can't act , only echoes of jordan , and weirdo actor crispin glover screwing things up old school . 
",negative,"[{' negative': 0.0, ' positive': -17.591787, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a charming , quirky and leisurely paced scottish comedy -- except with an outrageous central gimmick that could have been a reject from monty python's meaning of life . 
",positive,"[{' positive': -1.44972155e-05, ' negative': -11.135062, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"one scene after another in this supposedly funny movie falls to the floor with a sickening thud . 
",negative,"[{' negative': 0.0, ' positive': -19.492798, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"witty , contemplative , and sublimely beautiful . 
",positive,"[{' positive': 0.0, ' negative': -18.665838, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"arty gay film . 
",negative,"[{' positive': -9.162713e-05, ' negative': -9.297462, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"like any good romance , son of the bride , proves it's never too late to learn . 
",positive,"[{' positive': 0.0, ' negative': -17.997236, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"tackles the difficult subject of grief and loss with such life-embracing spirit that the theme doesn't drag an audience down . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.91944, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the problem is that for the most part , the film is deadly dull . 
",negative,"[{' negative': 0.0, ' positive': -18.999006, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"it gets bogged down by hit-and-miss topical humour before getting to the truly good stuff . 
",negative,"[{' negative': 0.0, ' positive': -17.22007, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"[the kid's] just too bratty for sympathy , and as the film grows to its finale , his little changes ring hollow . 
",negative,"[{' negative': 0.0, ' positive': -18.657934, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"if the last man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows . 
",negative,"[{' positive': -4.277735e-07, ' negative': -14.543892, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a moving and solidly entertaining comedy/drama that should bolster director and co-writer juan josé campanella's reputation in the united states . 
",positive,"[{' positive': 0.0, ' negative': -17.27867, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
" "" roger michell ( "" notting hill "" ) directs a morality thriller . "" 
",negative,"[{' positive': -0.0008732427, ' negative': -7.043659, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"sparkling , often hilarious romantic jealousy comedy . . . attal looks so much like a young robert deniro that it seems the film should instead be called 'my husband is travis bickle' . 
",positive,"[{' positive': -5.460492e-07, ' negative': -14.286155, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
