input,gold_hard,llm_soft,llm_hard
i have been very impressed with my purchase of the sd500 i bought it at the beginning of the month as the ultimate pocket camera and have shot 300 images so far with it .,positive,"[{'positive': 0.0, 'negative': -17.719564, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"3 ) joy stick for eazy navigation , 35mb memory card to store the pictures and stuff .",positive,"[{'positive': 0.0, 'negative': -17.319113, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"unfortunately , this digital moment-capturing device called the g3 sometimes captures the moment after the one you wanted .",negative,"[{'negative': -1.8841804e-07, 'positive': -15.492493, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"yes , i recommend it over the competition .",positive,"[{'positive': 0.0, 'negative': -18.021902, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
this camera is perfect for an enthusiastic amateur photographer .,positive,"[{'positive': 0.0, 'negative': -18.075867, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
4 . the build is just right .,positive,"[{'positive': -1.022884e-06, 'negative': -13.778091, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i am disappointed and looking elsewhere for something that can withstand the "" rigor "" of a business traveler .",negative,"[{'negative': -4.277735e-07, 'positive': -14.605034, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"- sound quality : excellent , everything you would expect from this company .",positive,"[{'positive': -6.827632e-08, 'negative': -16.237953, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the best part about this router is now i have a dhaka server .,positive,"[{'positive': 0.0, 'negative': -17.061317, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i would not be inclined to purchase an apex product again .,negative,"[{'negative': -6.827632e-08, 'positive': -15.580877, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"for the first few weeks , this player was everything i expected it to be , an affordable multi-format dvd player with a stylish slim case as advertised .",positive,"[{'positive': 0.0, 'negative': -17.201698, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"you even can not navigate by genre / artist / album since under genre you get just all tracks in that genre , no other division .",negative,"[{'negative': -6.827632e-08, 'positive': -15.779602, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"this phone has many other features , ir , ; . just to name one , the features above i view as the most beneficial .",positive,"[{'positive': -6.827632e-08, 'negative': -16.086723, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
other than that it is all the same except the new updates .,negative,"[{'positive': -3.4167595e-05, 'negative': -10.282901, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the only two minor issues i have with the camera are the lens cap ( it is not very snug and can come off too easily ) and the lens itself ( it partially obstructs the view through the viewfinder but not views through the lcd ) .,negative,"[{'positive': -0.00041494548, 'negative': -7.787402, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i would imagine this is a problem with any camera of a compact nature .,negative,"[{'positive': -0.02693316, 'negative': -3.6278317, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i give it 4-stars only because the installation process - or rather problems that may surface during the installation process - can be frustrating to the average computer user .,negative,"[{'positive': -0.22711353, 'negative': -1.5937136, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the first thing i did was upgrade the firmware to the version required for wmp10 , it syncs flawlessly with media player and transfers are fast .",positive,"[{'positive': 0.0, 'negative': -17.308441, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
a bit disappoint on that ! .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.1884, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
i can 't rate it one star only because when it does work it 's pretty good .,negative,"[{'positive': -6.827632e-08, 'negative': -16.135567, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"also , the battery 's aren 't user replaceable .",negative,"[{'negative': -3.076318e-07, 'positive': -14.697525, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
so for the money it costs for one of those top-of-the-line models i 've got a good router & a nice table to put it in & i like that .,positive,"[{'positive': 0.0, 'negative': -16.961716, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"to address two previous somewhat negative reviews : ( 1 ) yes , the lens barrel does obstruct part of the lower left corner in the lens viewfinder ; . however , the lcd viewfinder is rather stunning and i find myself rarely using the lens viewfinder .",negative,"[{'positive': -5.460492e-07, 'negative': -14.35817, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
all other buttons are pretty sensitive to touch and work well .,positive,"[{'positive': 0.0, 'negative': -16.757477, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
most of them are already switched to apex and they are happy .,positive,"[{'positive': 0.0, 'negative': -17.275038, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the documentation is much better than the documentation that came with the 11b router -- i needed a lot of help from linksys technical assistance to set that one up .,positive,"[{'positive': -3.076318e-07, 'negative': -14.709633, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i installed , activated and registered nis 2004 without issue .",positive,"[{'positive': -6.827632e-08, 'negative': -16.61715, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i read many reviews on norton i . s . 2004 from a variety of sources ( cnet , amazon , message boards ) and came to the conclusion that nis 04 was a terrible product and not worth the update .",negative,"[{'negative': -1.8841804e-07, 'positive': -15.472167, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
transferring files couldn 't be easier thanks to the included software bundle .,positive,"[{'positive': 0.0, 'negative': -17.02803, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i like the size and shape .,positive,"[{'positive': 0.0, 'negative': -18.046074, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
it plays original dvds and cds and plays mp3s and jpegs .,positive,"[{'positive': 0.0, 'negative': -17.731995, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
7 picture quality is excellent .,positive,"[{'positive': 0.0, 'negative': -17.253761, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"if you are already using a previous version of nortron security and uni stalled it to install the new version , you will still have all kind of problems in installing the new version on your system ! .",negative,"[{'negative': -6.827632e-08, 'positive': -15.613968, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"like most of their solutions ( which first blame other applications for errors ) , the tech persons line was that this was probably a microsoft error - it was not .",negative,"[{'negative': -9.606849e-06, 'positive': -11.544725, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
transfering - i could not get my songs to completely transfer via usb 1 . 1 or 2 . 0 .,negative,"[{'negative': -9.055464e-07, 'positive': -13.819603, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"its ability to record radio is useful as well , but would have been more so if it could be preset .",positive,"[{'positive': -0.61719525, 'negative': -0.7753451, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"bottom line : if you value excellent sound quality and the ability to use music subscription services , and are willing to deal with the possibility ( not the certainty ) of setup gremlins , by all means get the zen micro .",positive,"[{'positive': -1.8841804e-07, 'negative': -15.47869, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"otherwise , i am extremely please with the creative zen micro 5gb mp3 player .",positive,"[{'positive': 0.0, 'negative': -17.625023, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the setup works awesome , as with any tool i look closely at the individual tool for it 's merits , and not just the company as a whole .",positive,"[{'positive': 0.0, 'negative': -18.186255, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"progressive scan player for a relatively low price ( although the better known manufacturers like toshiba , pioneer , and panasonic are now offering lower-priced progressive scan players as well ) .",positive,"[{'positive': -6.827632e-08, 'negative': -15.922211, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"overall , it 'll make my move that much easier knowing i don 't have to worry about connectivity .",positive,"[{'positive': 0.0, 'negative': -17.288618, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
what makes it so great is the versatility and the number of features it has .,positive,"[{'positive': 0.0, 'negative': -18.333319, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
. even the slightest of the shakes totally distorts your image,negative,"[{'negative': -7.4639065e-06, 'positive': -11.803634, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
small size .,positive,"[{'negative': -0.0660398, 'positive': -2.7503352, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"and the body / construction in general has quite a bit of plastic , a disappointment after the stainless steel heft of the s330 .",negative,"[{'negative': -5.460492e-07, 'positive': -14.41275, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
sound quality ? . phenomenal .,positive,"[{'positive': 0.0, 'negative': -17.425497, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
it is nokia and thus easy to access the menu options .,positive,"[{'positive': -6.827632e-08, 'negative': -16.429596, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i love the bluetooth ; . easy to use with a wireless abra headset .,positive,"[{'positive': 0.0, 'negative': -17.764282, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
buying software that can not be installed normally and being put into the position of having a non-working computer .,negative,"[{'negative': -6.827632e-08, 'positive': -16.176125, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the included earphones are pretty good - my advice ? .,positive,"[{'positive': -6.827632e-08, 'negative': -15.91751, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
it constantly drops the internet connection and simple things like walls in our house block the link so everything is very slow .,negative,"[{'negative': 0.0, 'positive': -17.716179, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
without a doubt the finest looking apex dvd player that i 've seen .,positive,"[{'positive': 0.0, 'negative': -18.28453, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i found the controls very intuitive and learned how to maneuver through the menus quickly .,positive,"[{'positive': 0.0, 'negative': -18.15255, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
crappy headphones .,negative,"[{'negative': -6.827632e-08, 'positive': -15.922287, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"it plays alternate video formats ( cads , svcds , cods ) very well .",positive,"[{'positive': 0.0, 'negative': -17.56475, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
picture and video quality is ok .,positive,"[{'positive': -8.912656e-05, 'negative': -9.324986, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the g3 has a different type of battery charging system from the smaller canon cameras : the battery needs to be charged while in the camera , but the charging system also enables you to use the camera while plugged in without running down the battery .",positive,"[{'positive': -6.827632e-08, 'negative': -16.059845, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
you just can 't go wrong with this one ! .,positive,"[{'positive': 0.0, 'negative': -17.12525, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
you actually can talk to a real person for support in under an hour ! . ) .,positive,"[{'positive': 0.0, 'negative': -17.321112, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
even with the waterproof housing it is small .,positive,"[{'positive': -2.4032974e-05, 'negative': -10.634461, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"creative are * the * sound people for computers , i can 't understand why eax would introduce static .",negative,"[{'negative': -3.076318e-07, 'positive': -15.010047, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the colors on the screen are not as crisp as i 'd have liked them to be .,negative,"[{'negative': -3.076318e-07, 'positive': -14.857406, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the picture rs are amazing .,positive,"[{'positive': 0.0, 'negative': -18.045479, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"it 's easy to use . not too small , and not too big .",positive,"[{'positive': 0.0, 'negative': -18.052765, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"although the sd500 takes great quality photos , the sensitivity of the lcd compromises the quality overall .",negative,"[{'negative': -1.5006569e-06, 'positive': -13.341096, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"while , there are flaws with the machine , the xtra gets five stars because of its affordability .",positive,"[{'positive': -6.827632e-08, 'negative': -16.15934, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
but this is * not documented * in the zen manual - neither the hard copy nor the cd version .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.04937, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the prints are beautiful ! .,positive,"[{'positive': 0.0, 'negative': -17.680779, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the champ did not start letting a little odor through until well over a year .,positive,"[{'negative': -3.0826937e-05, 'positive': -10.384941, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
") creative , inc . the maker includes the barest of the bare minimum in the box , then through gross profiteering nickles and dimes you on every single accessory at extraordinarily inflated prices .",negative,"[{'negative': -6.827632e-08, 'positive': -16.233963, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"this was an awesome player , before the video output no longer worked ( after about 3 weeks ) .",negative,"[{'negative': -0.35892156, 'positive': -1.1987501, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"a distinct ipod relation is evident with white colored cables , power plug and the very nice zen case with a white rubber inside covering .",positive,"[{'positive': 0.0, 'negative': -17.53787, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the battery stays charged for a long time , and takes no more than 2 or 3 hours at most to fully recharge via the included ac adapter .",positive,"[{'positive': 0.0, 'negative': -16.685768, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
it 's easy .,positive,"[{'positive': -3.076318e-07, 'negative': -14.758185, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"power for the tech-savvy , ease of use for the less fortunate .",positive,"[{'positive': 0.0, 'negative': -17.834862, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i have been ripping songs into it for the past few weeks , and the ease of use is wonderful .",positive,"[{'positive': 0.0, 'negative': -17.437218, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
canon have packed a lot in here and the options and controls are easy to use and logically laid out .,positive,"[{'positive': 0.0, 'negative': -17.204931, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i was willing to live with the larger size ( inconvenient on the road ) but the durability was a big zero .,negative,"[{'negative': -6.827632e-08, 'positive': -15.839333, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
this one has a good looking .,positive,"[{'positive': 0.0, 'negative': -16.89186, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"if you want a sharp looking , fast digital camera and you don 't need or want manual controls , then this is the camera for you ! .",positive,"[{'positive': 0.0, 'negative': -17.923246, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"on the contrary , i 'm quite pleased with my upgrade .",positive,"[{'positive': 0.0, 'negative': -17.522194, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
what disappointed me is the fact that it does not seem to read certain dvds .,negative,"[{'negative': -6.827632e-08, 'positive': -16.395653, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"the same 4mp chip from the 4500 camera , plus a 3x zoom with the ability to expand upon that with extenders , great closeup mode , long lasting rechargable battery , etc etc .",positive,"[{'positive': 0.0, 'negative': -16.78829, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"well just one con - its not really plug and play at first i mean its very confusing to start the program but one you do it , it will be a breeze .",negative,"[{'positive': -7.8540467e-07, 'negative': -13.977303, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i think the os and controls are very well thought out and although i 'll admit i was a bit intimidated during my first few hours with the micro , the interface and controls became second nature after the first day or so .",positive,"[{'positive': 0.0, 'negative': -17.308653, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
this phone is one of the few phones that have an fm radio tuner built in .,positive,"[{'positive': 0.0, 'negative': -17.560463, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the software , mediasource , can not work on my pc . ( laptop , intel p4-2 . 0 , xp os ) .",negative,"[{'negative': -6.827632e-08, 'positive': -16.609734, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
some adjustments in the settings could help make it better .,negative,"[{'positive': -5.2885232e-05, 'negative': -9.846115, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i purchased this over the ipod mini because it had several nice features : extra 1g storage , wma support , replaceable battery , and especially that it wasn 't an apple product with their proprietary architecture .",positive,"[{'positive': -6.827632e-08, 'negative': -16.087585, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the standard battery include with the g3 is a camcorder battery that will allow me to take pictures all day without worrying about charging .,positive,"[{'positive': 0.0, 'negative': -16.864136, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the progressive scan option can be turned off easily by a button on the remote control which is one of the simplest and easiest remote controls i have ever seen or used .,positive,"[{'positive': 0.0, 'negative': -17.302809, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the greatest thing about the software ( in my humble ) is that it reads your cd info .,positive,"[{'positive': 0.0, 'negative': -18.729942, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"from the internet , woodworking books , local stores and personal opinions the hitachi m12v 3-1/4 hp router time and time again came up to be the router of choice or best for its price .",positive,"[{'positive': 0.0, 'negative': -16.6614, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i do not need to repeat what 's great about this phone .,positive,"[{'positive': -0.00017103326, 'negative': -8.673343, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i 've yet to find the limitation for this hitachi ( my only hitachi tool , by the way ) and quite frankly , i don 't know that i have the muscle to push this machine any harder .",positive,"[{'positive': -5.4791635e-05, 'negative': -9.810723, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"you can do * so * much more with the pc suite , i . e . free ringtones from midi files , free graphics from any picture on your computer , and if you know how to program jame you can even make your own apps / games .",positive,"[{'positive': 0.0, 'negative': -17.395653, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"you 're going to need to buy new headphones , the stock ones suck",negative,"[{'negative': -6.6619094e-07, 'positive': -14.103767, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
it is made of plastic .,negative,"[{'negative': -1.8601542e-06, 'positive': -13.162118, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
even leaving it on the default setting ( without the eax enhancements ) produces crystal clear playback .,positive,"[{'positive': -6.827632e-08, 'negative': -16.184425, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
it seems like you need to park yourself right next to a radio tower for the micro to pull in a strong sound .,negative,"[{'negative': -1.5006569e-06, 'positive': -13.40429, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"i was up all night trying to make the stupid thing work , to no avail .",negative,"[{'negative': -6.827632e-08, 'positive': -16.209206, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
i did not managed to make creative nomad explorer to work .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.368393, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
i 've now had the camera for two months and i 'm even more pleased with it .,positive,"[{'positive': 0.0, 'negative': -17.295769, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i am very pleased so far .,positive,"[{'positive': 0.0, 'negative': -18.046112, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the auto-focus on the camera seems to have trouble focusing on the subject .,negative,"[{'negative': -3.076318e-07, 'positive': -14.865531, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
it has the odd side effect of the buttons only partially working ? .,negative,"[{'negative': -6.6619094e-07, 'positive': -14.134026, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"i 've had to install and uninstall them four or five times so far , and i 've not to get either product working properly .",negative,"[{'negative': -4.277735e-07, 'positive': -14.561035, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the instant setup button in the front of the router messes up the network it is better to configure the router manually .,negative,"[{'negative': -6.827632e-08, 'positive': -15.652131, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
my file log was not responding and the program was not blocking any cookies or unauthorized sites .,negative,"[{'negative': -6.827632e-08, 'positive': -16.020172, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
perfect size ! . beats the competition by leaps and bounds .,positive,"[{'positive': 0.0, 'negative': -17.522453, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i find it pretty easy to use . . . and unlike the remote interface for the audigy 2 nx ( on the pc ) . . .,positive,"[{'positive': 0.0, 'negative': -17.359558, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
you 'll do that because the keys are tightly packed in and your fingers will likely press two keys at once .,negative,"[{'negative': -0.03197776, 'positive': -3.4586592, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"overall , the micro is a solid device and i haven 't fell into a problem with it yet *knocks on wood* .",positive,"[{'positive': 0.0, 'negative': -16.766045, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the ease of use of the ipod is a major attribute .,positive,"[{'positive': 0.0, 'negative': -17.653357, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"unfortunately i bought a player because the ps2 could n 't play all my dvds , and now the player can 't play everything .",negative,"[{'negative': -4.277735e-07, 'positive': -14.559615, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"it 's small , light and nice looking and the display is decent as well .",positive,"[{'positive': 0.0, 'negative': -18.271309, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the movie mode can only record a max of 30 seconds at 160x120 per clip and a max of 4 seconds at 640x480 .,negative,"[{'negative': -6.2699432e-06, 'positive': -11.974554, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the lcd screen is too small since there are so many cameras that have larger ones .,negative,"[{'negative': -6.827632e-08, 'positive': -15.993721, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
". itunes -- this is a love-hate relationship program ; . usually people with mac like this program than people with a pc , but depending on your computer expertise , this could be a difficult program to use , and it is required for an ipod .",positive,"[{'negative': -0.033278096, 'positive': -3.4194472, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
so far the dvd works so i hope it does n 't break down like the reviews i 've read .,positive,"[{'positive': -1.8601542e-06, 'negative': -13.174425, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"with the automatic settings , i really have n 't taken a bad picture yet .",positive,"[{'positive': 0.0, 'negative': -16.758331, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"its far more difficult to select songs and has no easy to use on the fly playlist creation such as the new ipod not to mention it does n 't since with contact lists , phone numbers , address books , etc . like the ipod ( which eliminated my need for any kind of palm device ) .",negative,"[{'negative': -9.055464e-07, 'positive': -13.912842, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
i have had mine for about a year and use a third party firmware on mine and love it .,positive,"[{'positive': 0.0, 'negative': -17.94422, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"gets stinky after a few months , the seal on the piston doesn 't seal anymore .",negative,"[{'negative': -6.827632e-08, 'positive': -16.125938, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
only owned it about two weeks so i expect we 're looking at getting another progressive scan dvd player of higher quality very soon .,negative,"[{'positive': -0.0001835511, 'negative': -8.6033325, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"difficult navigation - i wo n 't necessarily say "" difficult , "" but i do n 't enjoy the scroll wheel to navigate .",negative,"[{'negative': -3.170517e-06, 'positive': -12.648387, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"best phone i 've ever owned , period .",positive,"[{'positive': 0.0, 'negative': -17.766088, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
compatibility with other devices is excellent too ; . i 've only found one 11b device that won 't work with its mixed mode ( and it won 't work with *anyone 's* mixed mode ) .,positive,"[{'positive': -6.827632e-08, 'negative': -15.546393, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the touch pad is over-sensitive , and is adjustable to only slightly oversensitive .",negative,"[{'negative': -0.043868765, 'positive': -3.1484065, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"the voice quality is very good , and it gets great reception ( that is , in places where you get t-mobile coverage , which is not that good ; . see below ) .",positive,"[{'positive': -6.827632e-08, 'negative': -16.06977, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
it would work fine for a while then as the motor warmed up it would die .,negative,"[{'negative': -6.827632e-08, 'positive': -15.942291, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"i decided to go with the diaper champ rather than the more popular diaper genie , because i didn 't like the idea of having to buy special bags .",positive,"[{'positive': -0.006151047, 'negative': -5.094209, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
this is due to the unusually slow autofocus system .,negative,"[{'negative': -3.076318e-07, 'positive': -14.913192, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"6 ) the phone is really wide , which seems to be a turnoff for many people , but the phone is actually easier to grip and feel more ergonomic .",positive,"[{'positive': -2.693682e-06, 'negative': -12.80118, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the firmware has bugs too , so download and install the latest firmware from linksys .",negative,"[{'positive': -1.2828294e-05, 'negative': -11.256124, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i tried as bunch of different formats to see if it would play and it did .,positive,"[{'positive': 0.0, 'negative': -16.758331, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
but not good enough for me .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.2419815, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"bookmarks for example , are an excellent feature . . . but not on this player . . .",negative,"[{'negative': -6.827632e-08, 'positive': -15.5479965, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"i was an early purchaser of the wrt54g , and had a few problems with stability and speed - finally , the march 03 firmware update has resulted in an excellent product ! .",positive,"[{'positive': -6.827632e-08, 'negative': -16.30259, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i am bored with the silver look .,negative,"[{'negative': -6.827632e-08, 'positive': -15.612068, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"however , the calls constantly drop in my area and i experience mega-static , to the point where i 'd have to dial numbers 6-7 times to get a clear line .",negative,"[{'negative': -1.8841804e-07, 'positive': -15.509338, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
* price and capacity,positive,"[{'positive': -0.21983662, 'negative': -1.6227754, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"my friend has an ipod , and although the sound quality probably won 't meet most audiophile standards , the product itself is better than anything creative has made .",negative,"[{'positive': 0.0, 'negative': -18.017632, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i like the speed control .,positive,"[{'positive': 0.0, 'negative': -18.32679, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"basically , i ate the cost of the renewal and ate the cost of the tech help .",negative,"[{'negative': -5.460492e-07, 'positive': -14.295181, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the guide fence for freehand routing is well made and solid .,positive,"[{'positive': 0.0, 'negative': -17.710516, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the only thing missing is an option to adjust the balance .,negative,"[{'positive': -0.00026278265, 'negative': -8.244212, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
") one outstanding positive feature is the battery . it holds a charge for a long time , longer than most other similar products and the user can replace it easily or take another along as a backup .",positive,"[{'positive': 0.0, 'negative': -16.638733, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i say adequate because it was enough to get wireless working , but nowhere near enough instruction to do the proper configuration job that i could have done if so ! .",negative,"[{'negative': -7.11223e-05, 'positive': -9.550463, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"other than this , i am very pleased with the router and would buy it again .",positive,"[{'positive': 0.0, 'negative': -17.71991, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
