gold_hard,input,llm_soft,llm_hard
sadness,A friend died of cancer when he was 18 years old.,"[{' sadness': -6.827632e-08, ' shame': -16.686943, ' guilt': -16.724113, ' anger': -17.531425, ' fear': -19.484444}]", sadness
joy,I was told that I had passed the statistics exam.  I had not expected this so I was very happy.,"[{' joy': 0.0, ' fear': -21.338287, ' anger': -23.6594, ' sadness': -23.688986, ' shame': -24.261887}]", joy
anger,On the T.V I saw a news feature on South Africa.  A policeman      attacked a group of black people with a whip.,"[{' anger': -0.0035979112, ' fear': -5.6522484, ' shame': -10.212651, ' disgust': -10.257786, ' sadness': -11.511471}]", anger
fear,"A fall during a climb, with almost with no previous experience.","[{' fear': -0.00025276537, ' shame': -8.304245, ' sadness': -12.350724, ' guilt': -13.844316, ' anger': -16.351868}]", fear
sadness,The inability to read a book at college.,"[{' shame': -0.00013693394, ' sadness': -9.075172, ' guilt': -10.782393, ' disgust': -13.67156, ' fear': -14.624251}]", shame
guilt,I used to have two boyfriends in the past. Then one of them wanted to get engaged to me. I agreed but was guilt-conscious for disappointing the other one.,"[{' guilt': -1.2622395e-06, ' shame': -13.586342, ' fear': -19.407257, ' sadness': -19.793375, ' disgust': -21.220139}]", guilt
anger,When I was charmed by my relatives.,"[{' joy': 0.0, ' shame': -18.29711, ' sadness': -19.171461, ' guilt': -19.275154, ' fear': -21.499863}]", joy
guilt,"When I made love with a girl, which I don't really love. However I know that she loves me.","[{' guilt': -0.09375643, ' shame': -2.4139545, ' sadness': -10.300344, ' disgust': -14.0762005, ' fear': -15.450019}]", guilt
shame,[ Sometimes I have by accident said to another person something in which it is easy to read a negative attitude.],"[{' shame': -0.29316247, ' guilt': -1.3714248, ' sadness': -8.225909, ' fear': -10.1219425, ' anger': -10.171457}]", shame
guilt,"The negative feelings towards me displayed by my ""parents-in-law"".","[{' shame': -0.39505905, ' anger': -1.1792387, ' guilt': -4.852647, ' disgust': -4.967088, ' sadness': -5.6592116}]", shame
anger,"Mr C took my drawing pens, without having asked for my permission first, and lost them.  He did not tell me about it till I asked him and then did not try to find them.","[{' anger': -0.02622239, ' shame': -3.7546847, ' guilt': -6.132675, ' disgust': -8.4544525, ' sadness': -9.320343}]", anger
guilt,When I beat up a first year student at my secondary school in my capacity as the deputy head boy.  He had woken up late in the  morning for manual work.,"[{' shame': -0.67521864, ' guilt': -0.7114887, ' anger': -10.200655, ' disgust': -12.393648, ' sadness': -14.22645}]", shame
disgust,A student who lives in the same house where I live is an alcoholic. He tries to manipulate other people with his money when he has drunk too much.,"[{' shame': -0.057838194, ' anger': -3.3434825, ' disgust': -4.151756, ' guilt': -5.283157, ' sadness': -9.9704275}]", shame
guilt,Saw a blue film in a cinema.,"[{' disgust': -0.30630177, ' shame': -2.016667, ' fear': -2.1308944, ' sadness': -5.131367, ' joy': -5.661625}]", disgust
sadness,When I had not understood anything after a lecture.,"[{' shame': -0.0018987342, ' guilt': -6.947325, ' sadness': -6.9838624, ' anger': -12.51699, ' disgust': -12.704917}]", shame
guilt,When I was involved in a car crash.,"[{' fear': -2.5744682e-06, ' sadness': -13.398316, ' guilt': -14.40446, ' shame': -14.471498, ' anger': -18.07735}]", fear
guilt,I used to pinch change from my father's mantlepiece (never my mother - she didn't get enough housekeeping) and then I'd feel when we went to church as a family I'd felt awkward cos I felt I'm expected to go to communion and I would but I was afraid and guilty 'cos I committed a mortal sin.,"[{' guilt': -0.0018381217, ' shame': -6.330146, ' fear': -9.81433, ' sadness': -17.289839, ' disgust': -19.585135}]", guilt
fear,"Skiing down a very icy slope, very fast in white-out conditions. Out of control with no idea of what I was doing or where I was heading.","[{' fear': 0.0, ' joy': -18.48571, ' anger': -19.336035, ' shame': -19.75373, ' guilt': -19.862091}]", fear
sadness,"It was mid May 1985, When we had a Test on Nursing. My classmate had an answer sheet, so he tried to peep. The Nursing Tutor caught him. During this time I was turning my question paper and it made noise. This friend blamed me of causing the whole matter for him to be caught.","[{' anger': -0.102434024, ' shame': -2.361574, ' guilt': -5.803262, ' disgust': -9.935068, ' fear': -10.860391}]", anger
joy,I passed an exam which I thought I had failed.,"[{' joy': 0.0, ' fear': -21.370192, ' sadness': -23.017035, ' guilt': -23.424038, ' shame': -23.48042}]", joy
guilt,When I had broken a piece of glass of the refrigerator by putting a hot pan in it.,"[{' shame': -0.085176036, ' guilt': -2.5079665, ' sadness': -8.92531, ' anger': -9.602731, ' disgust': -11.3817005}]", shame
fear,When I entered the dissecting room for the anatomy class and saw several dead bodies lying on the benches.,"[{' fear': -0.13710268, ' disgust': -2.057139, ' sadness': -8.118242, ' shame': -13.389139, ' guilt': -14.563249}]", fear
fear,When I am walking on the streets and see a gang of thugs.,"[{' fear': -6.827632e-08, ' anger': -15.758109, ' disgust': -20.145523, ' sadness': -20.643265, ' shame': -21.32129}]", fear
anger,"I get angry when someone imputes on me things I never can do, naturally negative. Servility, ""connections"", impudence, traits that get me mad.","[{' anger': 0.0, ' fear': -18.368217, ' disgust': -21.02156, ' sadness': -21.996984, ' shame': -22.620708}]", anger
joy,When I was informed that I had been accepted as a student of Psychology.,"[{' joy': 0.0, ' fear': -21.983541, ' sadness': -23.476225, ' shame': -23.989264, ' guilt': -24.510914}]", joy
sadness,"I am filled with gloom and sadness at the death of a person.  More specifically, I felt sad after hearing the news of a death of a person who was hale and hearty and full of life, withvigour and plans for the next day but had no next day to cherish it.","[{' sadness': 0.0, ' joy': -18.888853, ' anger': -19.240776, ' shame': -19.321243, ' fear': -19.516823}]", sadness
anger,I was in the library of medical psychology and walked into the wrong direction. A man who came out of a room threated me very denigrating and I became very angry in a resisting manner.,"[{' anger': -1.8841804e-07, ' fear': -15.293648, ' shame': -19.871796, ' disgust': -20.371391, ' sadness': -20.527885}]", anger
disgust,I have an adopted Aboriginal sister I felt disgust due to the racism she has been subjected to.,"[{' disgust': -0.005822872, ' anger': -5.1519256, ' shame': -11.308405, ' sadness': -12.64705, ' fear': -13.223557}]", disgust
guilt,"I was supposed to have done some things for my mother, but just plain didn't get around to it.","[{' guilt': -0.04119892, ' shame': -3.2098846, ' sadness': -14.303833, ' anger': -17.391975, ' disgust': -17.979774}]", guilt
anger,In a course I thought that I deserved good marks but I only got ordinary marks with no justification as to why I was given these marks.,"[{' shame': -0.1078535, ' anger': -2.4841657, ' sadness': -4.529629, ' guilt': -4.834805, ' disgust': -9.334888}]", shame
sadness,Disappointed love. The girl made an end to our relationship while I thought she was in love with me.,"[{' sadness': -0.0004726697, ' shame': -7.6802287, ' guilt': -11.52217, ' anger': -14.048048, ' disgust': -16.368597}]", sadness
shame,I made a very insulting remark against a person whom I care for very much. This event was caused by a third person who didn't like the person I insulted.,"[{' guilt': -0.19226883, ' shame': -1.7435688, ' sadness': -11.030586, ' anger': -12.67636, ' disgust': -14.416984}]", guilt
disgust,My boyfriend and I did not have any contact with each other during  the Summer holidays.  I met him the day of the registration and looked  through him.  In the canteen he asked me if I wanted to have a drink and  I said no as I did not want him to do me a favour.,"[{' shame': -0.04826194, ' anger': -3.4186919, ' guilt': -4.457472, ' sadness': -6.0398617, ' disgust': -7.9902244}]", shame
joy,When I was appointed by the Ministry of health to join the teaching staff of one of the medical colleges.,"[{' joy': 0.0, ' sadness': -20.483269, ' fear': -20.572678, ' shame': -20.696836, ' guilt': -21.547155}]", joy
fear,My first public appearance in front of a rathe big audience.,"[{' fear': -0.00019678609, ' shame': -8.546209, ' joy': -13.315732, ' guilt': -14.467259, ' sadness': -15.228153}]", fear
sadness,I was sad when my MCE grades were out. I had gone for a football match a mile away from home. The mail found me there. I was disappointed and didn't play the other half of the match.,"[{' sadness': -1.8841804e-07, ' shame': -16.194702, ' anger': -16.936768, ' joy': -17.090027, ' fear': -18.24131}]", sadness
sadness,When my cousin passed away unexpectedly and tragically (a murder).,"[{' sadness': -1.2351458e-05, ' anger': -12.099217, ' shame': -12.38821, ' fear': -13.262325, ' guilt': -14.07713}]", sadness
joy,Meeting a loved man.,"[{' joy': 0.0, ' sadness': -20.400978, ' fear': -21.284363, ' guilt': -21.619705, ' shame': -22.3079}]", joy
guilt,Not handing in homeworks in time.,"[{' shame': -0.4789273, ' guilt': -0.96617097, ' sadness': -11.804305, ' fear': -12.4178, ' disgust': -12.949576}]", shame
shame,I was ashamed one day when we were found stealing and roasting maize cobs from Agricultural experimental projects.,"[{' shame': -5.460492e-07, ' guilt': -14.321907, ' fear': -18.167366, ' sadness': -19.276993, ' disgust': -20.175568}]", shame
sadness,"My father had a complicated operation. A long time before and also a long time after that, we did not know how he would get over it. During all that time I felt very sad.","[{' sadness': 0.0, ' fear': -17.96337, ' shame': -18.686117, ' anger': -18.992561, ' joy': -19.186256}]", sadness
guilt,I had promised to call a girl but I did not do it.,"[{' guilt': -0.5781805, ' shame': -0.8230765, ' sadness': -12.758066, ' disgust': -15.17711, ' anger': -15.614373}]", guilt
sadness,When I was ill and had to stay at the hospital for a period of time.  ,"[{' sadness': -0.0015246698, ' fear': -6.690161, ' shame': -8.486845, ' guilt': -9.523299, ' disgust': -14.091131}]", sadness
shame,"First weekend back home after one week at Uni I scolded one of my sister's best friends for using our telephone. Very silly, but I was annoyed because she was there at a time when I needed to be with my family.","[{' anger': -0.00064549973, ' shame': -7.4976087, ' guilt': -9.383846, ' sadness': -12.235302, ' disgust': -13.436406}]", anger
anger,When my boyfriend sat up half the night playing computer games with a friend.,"[{' anger': -0.00932674, ' sadness': -5.1623874, ' guilt': -6.481754, ' disgust': -6.8308673, ' shame': -6.9677463}]", anger
disgust,"In autumn I had to move to another lodging. My landlords, quite intelligent people, warned me I had to move in the nearest future. But I had difficulties in moving my luggage because I couldn't wait for a car to come. How amazed I was to hear them threatening me they would throw our my things. And at that my luggage was well packed and did not stand in their way. I was quite  disappointed and disgusted.","[{' disgust': -1.9860674e-05, ' anger': -10.842168, ' shame': -15.567296, ' sadness': -15.596593, ' fear': -16.561298}]", disgust
anger,People having a football match outside the window during the lecture.,"[{' joy': -7.8540467e-07, ' anger': -14.470757, ' disgust': -15.7200165, ' sadness': -16.112106, ' shame': -16.979553}]", joy
joy,"When my former boyfriend and I reconciled and he decided that I was very important to him. I had always wanted us to get back together again, but had doubted the likelihood of this, so I was very happy when my small amount of faith was vindicated.","[{' joy': 0.0, ' fear': -21.319939, ' sadness': -22.255081, ' anger': -22.771755, ' shame': -23.735388}]", joy
fear,When we forced a friend to chew a poisonous herb in primary school.  His tongue was swollen and he told his mother about it.  The mother reported it to the headmaster who threatened to expel us.,"[{' shame': -0.26573393, ' guilt': -1.6684134, ' fear': -3.1054175, ' anger': -13.037461, ' sadness': -13.382272}]", shame
joy,"This is one feeling I never betray, but I must confess that the last time I slighty felt happy was when I passed my M.A with a high rank.  This was a few years ago when my friend told me about the result.","[{' joy': 0.0, ' sadness': -21.056412, ' fear': -21.796463, ' shame': -22.611763, ' guilt': -22.874357}]", joy
anger,Someone who was speeding was forced to slow down when I pulled out onto the road and proceeded to abuse me at the next set of traffic lights.,"[{' anger': -2.5744682e-06, ' fear': -13.062373, ' disgust': -14.988505, ' shame': -15.875077, ' sadness': -17.325592}]", anger
guilt,I angered a close friend and he was injured.,"[{' anger': -0.476277, ' guilt': -0.98418874, ' shame': -5.2812924, ' sadness': -9.608303, ' fear': -11.228741}]", anger
disgust,A friend told me how he managed to win the sympathy of as many people as possible. He said he first listened to what they said and then he tried to only say things they would like to hear. He would never express his own opinion. I felt really disgusted when he told that.,"[{' disgust': -1.1430258e-06, ' anger': -13.771225, ' shame': -17.33358, ' fear': -17.360527, ' sadness': -18.485367}]", disgust
sadness,The death of my grandfather.,"[{' sadness': -3.076318e-07, ' guilt': -15.485222, ' shame': -16.017326, ' anger': -17.970032, ' joy': -19.053772}]", sadness
shame,Haven't felt shame for ages.,"[{' shame': -1.3823812e-06, ' guilt': -13.663819, ' sadness': -15.641474, ' fear': -17.22628, ' joy': -18.358118}]", shame
fear,"I had decided to propose to the man I liked to make a trip together.  One day, during breakfast I told him my idea.  I was afraid of his not accepting it and that the idea would end up as a failure.","[{' fear': 0.0, ' joy': -20.106422, ' sadness': -21.626684, ' anger': -22.616291, ' guilt': -22.902771}]", fear
guilt,"I once torn the inner tube of a bike, that was not mine. Then I saw it was a brand new one. I felt very guilty then.","[{' guilt': -5.460492e-07, ' shame': -14.263214, ' fear': -19.95369, ' sadness': -21.815575, ' disgust': -21.931725}]", guilt
anger,Being treated unfairly and being hurt by someone I love.,"[{' sadness': -0.043083373, ' anger': -3.2562711, ' shame': -5.885605, ' guilt': -7.075096, ' fear': -11.828376}]", sadness
sadness,For not having succeded in getting the job as a translator that I wanted.,"[{' sadness': -0.019539924, ' shame': -3.9703684, ' guilt': -7.6423573, ' anger': -12.606071, ' disgust': -14.324492}]", sadness
guilt,When I don't justify the confidence of people that I respect.,"[{' shame': -0.033659175, ' guilt': -3.4086282, ' sadness': -11.401434, ' fear': -13.637456, ' disgust': -15.577588}]", shame
shame,The day I learnt that my girlfriend had been going around with  a close friend of mine.,"[{' anger': -0.28261295, ' shame': -1.5572484, ' sadness': -3.4975407, ' guilt': -5.5995607, ' disgust': -6.503758}]", anger
joy,I was for the first time on a brigade this year. At that time my sister was to bear a child. I was mad with joy when I opened the telegram from my parents and learned I had a nephew.,"[{' joy': 0.0, ' fear': -23.005608, ' anger': -23.894972, ' sadness': -24.127647, ' guilt': -25.903875}]", joy
sadness,"Two little children (5/6 years old) begging for money, and noone gave them money.","[{' sadness': -0.00025467362, ' shame': -8.289096, ' guilt': -12.900293, ' anger': -14.477555, ' disgust': -14.819162}]", sadness
guilt,Beating my brother up.,"[{' anger': -0.13259931, ' shame': -2.2659535, ' guilt': -3.8914876, ' disgust': -10.583298, ' sadness': -11.62912}]", anger
anger,Someone talking about me at my back.,"[{' shame': -0.1030702, ' anger': -2.529843, ' guilt': -4.3825502, ' fear': -5.6134915, ' disgust': -6.356259}]", shame
disgust,"Having been unjustly punished, I feel disgust towards the person responsible.","[{' disgust': -1.9382902e-05, ' anger': -10.8529625, ' shame': -17.109943, ' fear': -17.278912, ' guilt': -18.822384}]", disgust
shame,"When I was in the 12th standard, I could not speak English.  One day, while  talking with my relatives I used a wrong word and  my cousin corrected me, believing that I did not know English.  I really felt ashamed then.","[{' shame': 0.0, ' guilt': -18.053526, ' fear': -18.0915, ' sadness': -18.342537, ' anger': -19.830719}]", shame
fear,"When we were going to Nkhoma last Saturday the vehicle was moving very fast, so I feared we might crash since the road was too rough.","[{' fear': 0.0, ' joy': -22.286034, ' anger': -22.467697, ' sadness': -24.64562, ' guilt': -24.96624}]", fear
anger,"When I was misleaded by a person who assured that something would not occur, that I had no reason to prepccupy myself, and suddenly I saw myself implicated by the fact, because of the incompetence, and irresponsibility of that person.","[{' anger': -0.32595178, ' shame': -1.4083034, ' guilt': -3.407487, ' disgust': -8.207672, ' sadness': -8.89425}]", anger
joy,"I was biking with my boyfriend, the sun shining after a long period of bad beather, afterwards we spent the evening and night together.","[{' joy': 0.0, ' sadness': -20.446709, ' fear': -21.240225, ' guilt': -21.77304, ' anger': -22.43862}]", joy
disgust,To be kissed by soembody I didn't expect to.,"[{' joy': -2.0966954e-06, ' shame': -13.8687525, ' fear': -14.396883, ' disgust': -14.745355, ' guilt': -15.360368}]", joy
guilt,Classes were over and I wanted to go home.  A friend of mine asked me to wait for half an hour to take him back home.  I said no.  ,"[{' anger': -0.009793176, ' shame': -5.5630765, ' guilt': -5.9435706, ' sadness': -6.0579567, ' joy': -7.6199083}]", anger
joy,I fell over head and ears in love with someone who appeared to be in love with me. it made me so happy that I could hardly sleep and eat for one week.,"[{' joy': 0.0, ' fear': -20.575836, ' sadness': -22.123686, ' anger': -22.956093, ' guilt': -23.185738}]", joy
guilt,"When I lost my study grant without having attended any exam in the career I had started, and it was too late to cancel my registration.","[{' shame': -0.14879143, ' sadness': -2.0731306, ' guilt': -4.389491, ' anger': -10.200267, ' disgust': -11.634372}]", shame
disgust,When I went to the clinic for a medical check-up and saw the way the lecturer was conducting the lecture and the kind of responses he got from the patients.,"[{' fear': -0.31138048, ' shame': -1.5011693, ' disgust': -3.286043, ' sadness': -5.8597198, ' guilt': -5.9938064}]", fear
disgust,When I saw a drunk man urinate upon himsellf and he seemed to be thoroughly content with it.,"[{' disgust': -0.026372071, ' shame': -3.6538439, ' joy': -9.099141, ' sadness': -11.152332, ' fear': -12.440266}]", disgust
fear,"I was at the cinema with my sister and her boyfriend.  A man sitting beside me started to stroke my leg for a while, he left in the middle of the film.","[{' disgust': -0.64474946, ' shame': -1.4070328, ' fear': -1.5560653, ' anger': -3.9491775, ' guilt': -9.733106}]", disgust
joy,"When my brother was born, everything went all right.  It had been very likely that he would have a deficiency (my sister suffers from Down's Syndrome) and that my mother would be in danger.","[{' joy': -6.827632e-08, ' fear': -16.2537, ' sadness': -20.732132, ' guilt': -21.494232, ' shame': -22.696693}]", joy
anger,"I was accused of a misdemeanour, unjustly.","[{' shame': -0.0758236, ' anger': -2.722575, ' guilt': -4.9300256, ' sadness': -9.864848, ' disgust': -10.422954}]", shame
joy,After each successfully passed exam I am happy.,"[{' joy': 0.0, ' fear': -21.815939, ' sadness': -23.502735, ' anger': -24.056328, ' shame': -24.873318}]", joy
shame,"On New Year's Eve, when I went to the house of my girlfriend's parents to meet them.","[{' joy': -0.5832104, ' fear': -0.9802974, ' shame': -2.718197, ' guilt': -7.4265327, ' sadness': -9.2457695}]", joy
joy,"One night, at a friend's place I realized that I had everything I most wished, around me.","[{' joy': 0.0, ' sadness': -21.031792, ' fear': -21.834312, ' guilt': -22.753868, ' shame': -22.907568}]", joy
joy,During my high school time I succeeded to play a concert of Mozart on the piano when I gave my first performance I succeeded to play it very well.,"[{' joy': 0.0, ' fear': -19.229706, ' shame': -20.69851, ' sadness': -20.871323, ' guilt': -22.152914}]", joy
guilt,Being rude to someone I do not like.,"[{' anger': -0.0025847745, ' disgust': -6.0182023, ' shame': -8.89205, ' guilt': -11.593413, ' sadness': -14.516172}]", anger
shame,We had made an appointment to complete together a piece of work. It appeared that I was the only one who hadn't prepared anything.,"[{' shame': -0.008209839, ' guilt': -4.8066335, ' sadness': -14.363402, ' disgust': -15.783401, ' fear': -15.800246}]", shame
fear,"When I took blood from a patient for alcohol estimation and urine for some other examination, he told me that something bad would happen to me as he would play magic on me.","[{' fear': -4.6921985e-05, ' anger': -10.701386, ' shame': -10.743112, ' guilt': -13.242203, ' disgust': -13.84964}]", fear
disgust,Once at a camp a classmate criticized me in front of others.  Now I find that this classmate is very disgusting.,"[{' disgust': -5.0976956e-05, ' anger': -9.901266, ' shame': -14.068509, ' fear': -15.802724, ' sadness': -17.525852}]", disgust
joy,My admittance to the University.,"[{' joy': 0.0, ' fear': -20.277405, ' sadness': -21.582273, ' shame': -21.868032, ' guilt': -22.303642}]", joy
anger,I visited a special education school. The headmaster applied a policy of strict positive - negative reinforcement to the children involved. Children who measured up to his standards were made a fuss of - children who didn't were ignored.,"[{' shame': -0.02269144, ' guilt': -4.162935, ' sadness': -5.7632766, ' disgust': -6.1443496, ' anger': -6.4631133}]", shame
joy,"I had a summer job in Sweden, and my boyfriend came to meet me on my birthday.","[{' joy': 0.0, ' sadness': -20.744324, ' fear': -21.649658, ' guilt': -22.327473, ' shame': -23.15572}]", joy
disgust,Somebody went around spreading news that I like people with money.,"[{' shame': -0.00015827699, ' anger': -9.575177, ' disgust': -9.901494, ' guilt': -10.195157, ' sadness': -13.585575}]", shame
guilt,"I had to call somebody between 12 and 12:30. As I had no possibility to call him at this time, I did not do it until 3 p.m.","[{' guilt': -0.28049412, ' shame': -1.4095911, ' anger': -8.025771, ' sadness': -11.2049465, ' fear': -12.372618}]", guilt
fear,"One afternoon, helping at home on the property, I was (mustering) getting in cattle and a bull turned and came for me.","[{' fear': -6.827632e-08, ' anger': -16.35469, ' shame': -22.844849, ' disgust': -23.160696, ' guilt': -23.278732}]", fear
sadness,Sometimes I experience sadness for the Sports High School and for my unrealized dreams in the sport. Anyway there I spent six years of my life.,"[{' sadness': 0.0, ' shame': -19.358078, ' joy': -19.7714, ' guilt': -19.931145, ' anger': -21.161797}]", sadness
anger,"On the occasion of assignment of tasks and responsibilities in which such an assignment, dispropotionately carried with it high responsibility and low ability of organisation and resolution.","[{' shame': -0.08310637, ' guilt': -2.5558465, ' fear': -6.206985, ' sadness': -9.85218, ' anger': -10.115706}]", shame
disgust,"While travelling in a bus, there were three people sitting behind me (two men and a woman).  They were drunk and the conversation was unbelievable (about fucking, fellatio, etc...).  They tried to get others to take part in the conversation.  I loathed it and felt like crying.","[{' shame': -0.80690175, ' sadness': -0.8466815, ' disgust': -2.1150606, ' anger': -5.503366, ' guilt': -8.821268}]", shame
fear,"When I was on a cave excursion with friends, I suddenly lost them and was afraid of losing my way in the cave.","[{' fear': 0.0, ' joy': -21.801468, ' anger': -22.64855, ' sadness': -23.236517, ' guilt': -25.083921}]", fear
guilt,"I had an argument with a friend of mine.  She would not let me speak and then I began to shout at her.  She got angry and left, I did not try to prevent her from leaving.","[{' anger': -0.003090348, ' shame': -6.237045, ' guilt': -6.804917, ' sadness': -10.969078, ' fear': -12.324042}]", anger
guilt,When I shout at a colleague in classroom.,"[{' anger': -0.0029282132, ' shame': -5.859136, ' guilt': -9.594381, ' fear': -13.5967455, ' disgust': -14.45522}]", anger
disgust,When I was a young teenager (14)  my brother-in-law to be had made heavy advances to me.  I did not understand very well what it was all about but I reacted strongly and the feelings are still there.,"[{' shame': -0.011198007, ' fear': -5.0353065, ' disgust': -5.5646567, ' guilt': -7.4032264, ' anger': -8.746626}]", shame
anger,After a long trip in my dad's van without incident I stopped to fill the tank with gas and dented the side of the van against the pole. Then my cars electrical system would not work when I tried to drive home from his house.,"[{' shame': -0.23876114, ' anger': -1.6199791, ' guilt': -4.6738424, ' sadness': -5.303214, ' disgust': -8.984832}]", shame
sadness,When my grandfather died.,"[{' sadness': -6.827632e-08, ' shame': -16.619072, ' guilt': -16.888145, ' anger': -18.800133, ' joy': -19.924065}]", sadness
anger,Found out that someone I knew well has been misunderstanding me for 2 years.,"[{' shame': -0.26106033, ' sadness': -1.7610527, ' anger': -3.310842, ' guilt': -3.845029, ' disgust': -10.504918}]", shame
disgust,When I needed another job and tought that a good and known person (my employer) could help me. He simply said that he couldn't help me.,"[{' shame': -0.033104774, ' sadness': -3.5685432, ' guilt': -5.4748774, ' anger': -8.707795, ' disgust': -11.646722}]", shame
joy,When I heard that I had passed Primary School Leaving Certificate and was selected to go for Secondary education.,"[{' joy': 0.0, ' fear': -21.36617, ' sadness': -22.822891, ' shame': -23.204725, ' guilt': -24.13798}]", joy
joy,When my first child was born.,"[{' joy': 0.0, ' fear': -21.519766, ' sadness': -21.62586, ' shame': -24.033667, ' guilt': -24.138655}]", joy
fear,Every time I went home with my school report.,"[{' shame': -0.0017661696, ' guilt': -6.7987933, ' fear': -7.3956027, ' sadness': -10.26646, ' disgust': -14.815134}]", shame
joy,When I get a hug from someone I love.,"[{' joy': 0.0, ' sadness': -21.003668, ' fear': -22.106916, ' guilt': -23.328512, ' shame': -23.91218}]", joy
disgust,When a close relative got quite drunk. It was a relative that I had respected for a long time and looked up to as a child.,"[{' shame': -0.010002302, ' sadness': -4.6548767, ' guilt': -7.9985657, ' disgust': -9.2526245, ' anger': -12.094787}]", shame
sadness,When realizing that my girlfriend and myself in fact had started the process of breaking up.,"[{' sadness': -7.224551e-06, ' shame': -12.181617, ' guilt': -13.057409, ' anger': -16.98027, ' fear': -18.699484}]", sadness
joy,When I was accepted into the medical school.  Medicine is a profession that I have desired ever since my childhood.,"[{' joy': 0.0, ' fear': -20.917236, ' sadness': -21.677671, ' shame': -22.131279, ' guilt': -23.091377}]", joy
shame,China not doing well in the Asian Olympic games.,"[{' sadness': -0.30899084, ' shame': -1.4424747, ' anger': -3.537918, ' disgust': -7.8711243, ' guilt': -11.508605}]", sadness
shame,When I dropped a bottle in the state liquor store and everyboby started laughing.,"[{' shame': -3.7684315e-06, ' guilt': -13.015871, ' anger': -14.294162, ' fear': -14.543673, ' sadness': -14.87163}]", shame
shame,When I was taken to the place where my uncle had defecated in his pants after having drunk beer.,"[{' shame': -0.57107645, ' disgust': -0.8325282, ' sadness': -9.287866, ' fear': -10.910935, ' guilt': -11.101853}]", shame
sadness,My partner left me after we had been together for a long time.,"[{' sadness': 0.0, ' shame': -16.711737, ' guilt': -18.362318, ' anger': -18.434546, ' disgust': -22.442986}]", sadness
guilt,"Not attending school, when  am not sick - but in need of mental rest. Staff on your return query your ""sickness"" - it is easier in N.Z. to be sick, rather than confide other personal reasons etc.","[{' shame': -0.0030706166, ' guilt': -5.8115497, ' fear': -10.184924, ' sadness': -10.509823, ' anger': -12.094081}]", shame
fear,"I was sleeping when I heard the neighbours screaming, I peeped through the window and saw a thief  trying to enter my neighbour's house.","[{' fear': -6.827632e-08, ' anger': -15.552498, ' disgust': -21.776604, ' sadness': -22.441124, ' joy': -23.027086}]", fear
shame,"A man asked me: ""May I sleep in your stairway?""  and I answered ""No"".","[{' anger': -0.21868977, ' disgust': -2.3140266, ' shame': -2.3421333, ' guilt': -7.3823247, ' fear': -7.491837}]", anger
shame,Running away from a fire.,"[{' fear': 0.0, ' anger': -19.68067, ' shame': -20.619415, ' joy': -21.085012, ' sadness': -21.823103}]", fear
guilt,"When I talked to another student about the notes she got last semester, not knowing that she got a lot of bad grades.","[{' shame': -0.02099352, ' guilt': -3.8750432, ' sadness': -10.903592, ' disgust': -13.385098, ' fear': -13.676854}]", shame
disgust,"At my grandmother's detestable and selfish conduct towards my elder sister, although her behavior was due to senility and lack of understanding.","[{' anger': -0.2560843, ' sadness': -2.2231328, ' shame': -2.2733266, ' disgust': -4.3909874, ' guilt': -6.0780597}]", anger
disgust,"I felt disgust with the alcohol, after I happened to see a young man, who was dead to the world and who wallowed on the pavement. This ""sight"" I watched from the bus.","[{' disgust': -4.277735e-07, ' fear': -15.135246, ' anger': -15.57196, ' shame': -16.503372, ' sadness': -17.739532}]", disgust
disgust,When after a party celebrating a friend's 21st birthday - upon leaving I found 10 people outside throwing up and further 4 unconscious.,"[{' disgust': -0.08624474, ' shame': -2.6645222, ' fear': -4.6336074, ' sadness': -5.7665796, ' guilt': -9.114603}]", disgust
guilt,"A certain friend evokes positive feelings, when I am with him but negative feelings when he is not present. I feel the need to express those negative feelings. However, when I speak about him, I always think: Why do I like this, he does not deserve this, but still I do so.","[{' guilt': -0.022774547, ' shame': -3.793557, ' sadness': -13.463142, ' fear': -16.046188, ' anger': -16.18808}]", guilt
shame,I lost my driver's licence because of speeding.,"[{' shame': -0.020412022, ' guilt': -3.9055054, ' sadness': -9.524554, ' anger': -14.260676, ' disgust': -14.55128}]", shame
guilt,[ No response.],"[{' joy': -0.1907708, ' sadness': -2.9638722, ' anger': -2.9782617, ' shame': -3.4774835, ' guilt': -3.9217887}]", joy
disgust,"I am disgusted with liers, hypocrites, slanderers, flunkeys.","[{' disgust': -6.9861335e-06, ' anger': -11.875098, ' fear': -16.68022, ' shame': -17.716993, ' sadness': -19.324974}]", disgust
sadness,"I don't know why suddenly I thought that what I was feeling for my boyfriend was not really love. After almost three years being together, this matter of fact shaked me and I felt a great sorrow that I can call sadness.","[{' sadness': 0.0, ' shame': -18.230696, ' joy': -19.087685, ' anger': -19.370148, ' fear': -19.436424}]", sadness
sadness,"I had asked the teacher to write a recommendation letter for me, but I had not provided enough information and had run short of time.","[{' shame': -0.3507843, ' guilt': -1.2181396, ' sadness': -9.835639, ' anger': -11.120559, ' fear': -11.187156}]", shame
disgust,Can't describe any disgust situation.,"[{' joy': -0.2319153, ' disgust': -2.1771514, ' shame': -2.5826156, ' guilt': -4.592488, ' sadness': -4.913449}]", joy
